tag,category,subcategory
LiabilityForClaimsAndClaimsAdjustmentExpenseCost,Liabilities,Non-Current
LiabilityForClaimsAndClaimsAdjustmentExpenseCurrent,Liabilities,Current
LiabilityForClaimsAndClaimsAdjustmentExpenseDeferredGainOnRetroactiveReinsuranceContracts,Liabilities,Non-Current
LiabilityForClaimsAndClaimsAdjustmentExpenseDisabilityAccidentAndHealth,Liabilities,Non-Current
LiabilityForClaimsAndClaimsAdjustmentExpenseFairValue,Liabilities,Non-Current
LiabilityForClaimsAndClaimsAdjustmentExpenseGross,Liabilities,Non-Current
LiabilityForClaimsAndClaimsAdjustmentExpenseHealth,Liabilities,Non-Current
LiabilityForClaimsAndClaimsAdjustmentExpensePropertyCasualtyLiability,Assets,Non-Current
LiabilityforContingentMilestonePaymentNoncurrent,Unclassified,Current
LiabilityForContingentValueRights,Unclassified,Non-Current
LiabilityForErrorsAndOmissions,Unclassified,Non-Current
LiabilityForFuturePolicyBenefitAfterReinsurance,Unclassified,Non-Current
LiabilityForFuturePolicyBenefitBeforeReinsuranceAndLiabilityForClaimsAndClaimsAdjustmentExpense,Liabilities,Non-Current
LiabilityForFuturePolicyBenefitIncludingDeferredProfitLiabilityAndOther,Liabilities,Current
LiabilityForFuturePolicyBenefitOriginalDiscountRateBeforeReinsuranceAndOther,Unclassified,Current
LiabilityForFuturePolicyBenefitReinsuranceRecoverableAfterAllowance,Unclassified,Non-Current
LiabilityForFuturePolicyBenefits,Unclassified,Non-Current
LiabilityForFuturePolicyBenefitsAndUnpaidClaimsAndClaimsAdjustmentExpense,Liabilities,Non-Current
LiabilityForFuturePolicyBenefitsAndUnpaidClaimsAndClaimsAdjustmentExpenseAndOtherPolicyholderFunds,Liabilities,Current
LiabilityForFuturePolicyBenefitsAndUnpaidClaimsAndClaimsAdjustmentExpenseAndPerformanceBasedArrangements,Liabilities,Non-Current
LiabilityForFuturePolicyBenefitsAndUnpaidClaimsAndClaimsAdjustmentExpenseAndPolicyholderAccountBalance,Liabilities,Non-Current
LiabilityForFuturePolicyBenefitsCurrent,Unclassified,Current
LiabilityForFuturePolicyBenefitsLife,Unclassified,Non-Current
LiabilityForLoansEligibleForRepurchase,Unclassified,Non-Current
LiabilityForPostemploymentBenefits,Unclassified,Non-Current
LiabilityForRightOfUseBuilding,Unclassified,Non-Current
LiabilityForRightofuseBuildingCurrentPortion,Unclassified,Current
LiabilityForSecuritiesPurchased,Unclassified,Non-Current
LiabilityForSeverancePay,Unclassified,Non-Current
LiabilityForSharesWithheld,Unclassified,Non-Current
LiabilityForStockToBeIssued,Equity,Non-Current
LiabilityForUncertainTaxPositionsCurrent,Liabilities,Current
LiabilityForUncertainTaxPositionsNoncurrent,Liabilities,Current
LiabilityforUncertaintyinIncomeTaxesNoncurrentandorU.STaxCutsandJobsActTransitionTax,Liabilities,Current
LiabilityForUnfundedCommitments,Unclassified,Non-Current
LiabilityForUnissuedSharesCurrent,Unclassified,Current
LiabilityForUnpaidClaimsAndClaimAdjustmentExpenseRetroactiveReinsuranceContracts,Liabilities,Non-Current
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseAllowanceForCreditLoss,Liabilities,Non-Current
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseNet,Liabilities,Current
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseReportedAndIncurredButNotReportedIBNRClaims,Liabilities,Non-Current
LiabilityFromRoyaltyFinancingAgreementNonCurrent,Liabilities,Current
LiabilityFromVehicleFinancing,Liabilities,Non-Current
LiabilityHoldbackSharesCurrent,Unclassified,Current
LiabilityInstrument,Unclassified,Non-Current
LiabilityInstrumentsMeasuredAtFairValue,Unclassified,Non-Current
LiabilityOnBorrowedMetals,Unclassified,Non-Current
LiabilityOnUncertainTaxPositionAndOtherLongTermLiabilities,Liabilities,Current
LiabilityRelatedToSaleOfFutureRevenuesNonCurrent,Liabilities,Current
LiabilityRelatedToSaleOfFutureRoyalties,Unclassified,Non-Current
LiabilityRelatedToSaleOfFutureRoyaltiesAndMilestonesPaymentCurrent,Unclassified,Current
LiabilityRelatedToSaleOfFutureRoyaltiesAndMilestonesPaymentNonCurrent,Unclassified,Current
LiabilityRelatedToSaleOfFutureRoyaltiesCurrent,Unclassified,Current
LiabilityRelatedToSaleOfFutureRoyaltiesNet,Unclassified,Current
LiabilityRelatedToSaleOfFutureRoyaltiesNonCurrent,Unclassified,Current
LiabilityRelatedToSaleOfPotentialFutureRoyaltiesNonCurrentNetOfIssuanceCosts,Unclassified,Current
LiabilityRelatedToTaxReceivableAgreementCurrent,Assets,Current
LiabilityRelatedToTaxReceivableAgreementNetOfCurrentPortion,Assets,Current
LiabilityRelatedToTaxReceivableAgreementNonCurrent,Assets,Current
LiabilityRelatedToTheSaleOfFutureRoyaltiesLongTerm,Unclassified,Non-Current
LiabilityReportingCurrencyDenominatedValue,Unclassified,Non-Current
LiabilitySaleForFutureRoyaltiesCurrent,Unclassified,Current
LiabilitySaleOfFutureRevenuesCurrent,Liabilities,Current
LiabilitySaleOfFutureRevenuesNoncurrent,Liabilities,Current
LiabilitySaleOfFutureRoyaltiesCurrent,Unclassified,Current
LiabilitySaleOfFutureRoyaltiesNonCurrent,Unclassified,Current
LiabilityToBeSettledInEquity,Equity,Non-Current
LiabilityToIssueEquity,Equity,Non-Current
LiabilityToIssueSharesCurrent,Unclassified,Current
LiabilityToIssueSharesNonCurrent,Unclassified,Current
LiabilityToLicensor,Unclassified,Non-Current
LiabilityToSubsidiaryTrustIssuingPreferredSecurities,Equity,Non-Current
LiablitiesBeforeClientFundObligationsCurrent,Liabilities,Current
LicenseAgreementNet,Unclassified,Current
LicenseAgreementReceivable,Assets,Current
LicenseAgreementsNetCurrent,Unclassified,Current
LicenseAndMediaRights,Unclassified,Non-Current
LicenseContentAssetCurrent,Unclassified,Current
LicenseContentAssetNonCurrent,Unclassified,Current
LicenseContentLiabilityCurrent,Unclassified,Current
LicenseContentLiabilityNonCurrent,Unclassified,Current
LicensedContentCostsAndAdvances,Unclassified,Non-Current
LicensedProgrammingNoncurrent,Unclassified,Current
LicenseFeeAndExpenseReimbursementsReceivables,Assets,Current
LicenseFeePayable,Liabilities,Current
LicenseFees,Unclassified,Non-Current
LicenseFeesPayableCurrentAndNoncurrent,Liabilities,Current
LicenseNetOfAmortization,Assets,Current
LicenseNoncurrent,Unclassified,Current
LicensePayable,Liabilities,Current
LicensePayableCurrent,Liabilities,Current
LicensePayableNoncurrent,Liabilities,Current
Licenses,Unclassified,Non-Current
LicensingAndRegistrationFeesPayable,Liabilities,Current
LicensingFeesCommitmentCurrent,Unclassified,Current
LicensingLiabilityNonCurrent,Unclassified,Current
LicensingReceivableCurrent,Assets,Current
LifeInsuranceCashSurrenderValue,Assets,Non-Current
LifeInsuranceCorporateOrBankOwnedAmount,Unclassified,Non-Current
LifeInsurancePayableSellersCurrentPortion,Liabilities,Current
LifeSettlementContractsFairValueMethodCarryingAmount,Unclassified,Non-Current
LifeSettlementContractsInvestmentMethodCarryingAmount,Unclassified,Non-Current
LifeSettlementContractsInvestmentMethodFaceValue,Unclassified,Non-Current
LIFOInventoryAmount,Assets,Non-Current
LimitedAndNonRecourse,Unclassified,Non-Current
LimitedLiabilityCompanyLlcMembersEquityIncludingPortionAttributableToNoncontrollingInterest,Liabilities,Current
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,Liabilities,Non-Current
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,Liabilities,Non-Current
LimitedLiabilityCompanyLLCPreferredUnitIssuanceValue,Equity,Non-Current
LimitedLiabilityCompanyLLCPreferredUnitOutstanding,Equity,Non-Current
LimitedPartnersCapital,Equity,Non-Current
LimitedPartnersCapitalAccount,Equity,Non-Current
LimitedPartnersCapitalAccountCommonUnits,Equity,Non-Current
LimitedPartnersCapitalAccountRestrictedCommonUnits,Equity,Non-Current
LimitedPartnersCapitalAccountUnitsAuthorized,Equity,Non-Current
LimitedPartnersCapitalAccountUnitsHeldInTreasury,Equity,Non-Current
LimitedPartnersCapitalAccountUnitsHeldInTreasuryAtCost,Equity,Non-Current
LimitedPartnersCapitalAccountUnitsIssued,Equity,Non-Current
LimitedPartnersCapitalAccountUnitsOutstanding,Equity,Non-Current
LimitedPartnersClassBCapitalAccount,Equity,Non-Current
LimitedPartnersClassBCapitalAccountUnitsIssued,Equity,Non-Current
LimitedPartnersClassBCapitalAccountUnitsOutstanding,Equity,Non-Current
LimitedPartnersCommonCapitalAccount,Equity,Non-Current
LimitedPartnersContributedCapital,Equity,Non-Current
LimitedPartnersCumulativeCashDistributions,Assets,Non-Current
LimitedPartnersCumulativeNetIncome,Unclassified,Current
LimitedPartnershipInterests,Liabilities,Non-Current
LimitedPartnershipInvestments,Assets,Non-Current
LimitedPartnershipsAndOtherAlternativeInvestments,Assets,Current
LimitedPartnershipsInvestments,Assets,Non-Current
LimitedPartnersOfferingCosts,Unclassified,Non-Current
LimitedPartnersPreferredInterestInOperatingPartnershipAndNoncontrollingRedeemableInterestsInProperties,Liabilities,Non-Current
LimitedVoteCommonStockParValue,Equity,Non-Current
LimitedVoteCommonStockSharesAuthorized,Equity,Non-Current
LimitedVoteCommonStockSharesIssued,Equity,Non-Current
LimitedVoteCommonStockSharesOutstanding,Equity,Non-Current
LimitedVoteCommonStockValue,Equity,Non-Current
Linefill,Unclassified,Non-Current
LineOfCredit,Unclassified,Non-Current
LineOfCreditAndCommercialPaper,Unclassified,Non-Current
LineOfCreditAtCost,Unclassified,Non-Current
LineOfCreditCommitmentFeeNonCurrent,Unclassified,Current
LineOfCreditCurrent,Unclassified,Current
LineOfCreditCurrentAfterAdjustments,Unclassified,Current
LineOfCreditFacilityCurrentBorrowingCapacity,Unclassified,Current
LineOfCreditFacilityFairValueOfAmountOutstanding,Unclassified,Non-Current
LineOfCreditNet,Unclassified,Current
LineOfCreditNetOfDeferredFinancingCosts,Liabilities,Current
LinesOfCreditCurrent,Unclassified,Current
LinesOfCreditFairValueDisclosure,Unclassified,Non-Current
LinesOfCreditInventoryCurrent,Assets,Current
LinesOfCreditShortTermDebtAndCurrentPortionOfLongTermDebt,Liabilities,Current
LiquidatedDamagesPayableCurrent,Liabilities,Current
LiquidatingDistributionsPayable,Liabilities,Current
LiquidationBasisOfAccountingAccruedCostsInExcessOfEstimatedReceiptsToDisposeOfAssetsAndLiabilities,Assets,Current
LiquidationBasisOfAccountingAccruedCostsToDisposeOfAssetsAndLiabilities,Assets,Current
LiquidationBasisOfAccountingNetAssetsAttributableToNonControllingInterests,Assets,Current
LiquidationBasisOfAccountingNetAssetsAttributableToReportingEntity,Assets,Current
LiquidationPreference,Unclassified,Non-Current
LiquidiationPreferences,Unclassified,Non-Current
ListingServiceCertificatesOfDeposit,Unclassified,Non-Current
LitigationAssetCurrent,Unclassified,Current
LitigationAssetNoncurrent,Unclassified,Current
LitigationReserve,Unclassified,Non-Current
LitigationReserveCurrent,Unclassified,Current
LitigationReserveNoncurrent,Unclassified,Current
LitigationSettlementPayable,Liabilities,Current
LitigationSettlementsReceivable,Assets,Current
LlcMembershipInterestSharesAuthorized,Liabilities,Non-Current
LlcMembershipInterestSharesIssued,Liabilities,Non-Current
LlcMembershipInterestSharesOutstanding,Liabilities,Non-Current
LoanAdvanceAndFinancingToCustomersinDollars,Liabilities,Non-Current
LoanandGuaranteeSubordinatedCertificates,Unclassified,Non-Current
LoanAndLeasesReceivableAllowance,Assets,Current
LoanAndLeasesReceivableNetReportedAmount,Assets,Current
LoanCapital,Equity,Non-Current
LoanCommitmentAssetsCurrent,Assets,Current
LoanCommitmentsAtFairValue,Unclassified,Non-Current
LoanedSecurities,Unclassified,Non-Current
LoanerInstrumentationAccumulatedAmortization,Assets,Non-Current
LoanerInstrumentationNet,Unclassified,Current
LoanExtensionsCurrent,Unclassified,Current
LoanForeclosureCollateralSaleToThirdParty,Unclassified,Non-Current
LoanFromAffiliate,Unclassified,Non-Current
LoanFromRelatedPartiesNonCurrent,Unclassified,Current
LoanFromRelatedParty,Unclassified,Non-Current
LoanFromRelatedPartyNote14,Unclassified,Non-Current
LoanFromShareholderCurrent,Unclassified,Current
LoanFromShareholders,Unclassified,Non-Current
LoanFromStockholderRelatedParty,Equity,Non-Current
LoanHeldForInvestmentRelatedParty,Unclassified,Non-Current
LoanHeldForSale,Unclassified,Non-Current
LoanHoldback,Unclassified,Non-Current
LoanMadeToParent,Unclassified,Non-Current
LoanMortgageHeldForSaleAndHeldForInvestmentFairValueDisclosure,Unclassified,Non-Current
LoanParticipationAtFairValue,Unclassified,Non-Current
LoanParticipationsSold,Unclassified,Non-Current
LoanParticipationsSoldLiabilityAmount,Unclassified,Non-Current
LoanParticipationsSoldNet,Unclassified,Current
LoanPayableCurrent,Liabilities,Current
LoanPayableEconomicInjuryDisasterLoansCurrent,Liabilities,Current
LoanPayableEconomicInjuryDisasterLoansNonCurrent,Liabilities,Current
LoanPayableEmergencyInjuryDisasterLoanEIDLCurrent,Liabilities,Current
LoanPayableEmergencyInjuryDisasterLoanNonCurrent,Liabilities,Current
LoanPayableNonCurrent,Liabilities,Current
LoanPayablePayrollProtectionProgramNonCurrent,Liabilities,Current
LoanPayablePayrollProtectionProgramPPPCurrent,Liabilities,Current
LoanPayableRelatedParty,Liabilities,Current
LoanPayableToAffiliateOfConsolidatedFunds,Liabilities,Current
LoanPayableToNoncontrollingInterestHolderNoncurrent,Liabilities,Current
LoanPayableToRelatedPartiesNonCurrent,Liabilities,Current
LoanPayableToRelatedParty,Liabilities,Current
LoanPrincipalPaymentsHeldByServicer,Unclassified,Non-Current
LoanReceivableCurrent,Assets,Current
LoanReceivableMortgageWarehouseLendingCurrent,Assets,Current
LoanReceivableNetCurrent,Assets,Current
LoanReceivableRelatedParty,Assets,Current
LoanReceivables,Assets,Current
LoanReceivablesNet,Assets,Current
LoanRepresentationAndWarrantyReserve,Equity,Equity
LoanRepurchaseAsset,Unclassified,Non-Current
Loans,Unclassified,Non-Current
LoansAndAdvances,Unclassified,Non-Current
LoansAndAdvancesToCustomers,Unclassified,Non-Current
LoansAndLeaseFinanceReceivables,Assets,Current
LoansAndLeaseReceivableAllowance,Assets,Current
LoansAndLeaseReceivableNetOfDeferredIncome,Assets,Current
LoansAndLeaseReceivableNetReportedAmount,Assets,Current
LoansAndLeasesReceivableAllowance,Assets,Current
LoansAndLeasesReceivableAllowance1,Assets,Current
LoansAndLeasesReceivableAllowanceCovered,Assets,Current
LoansAndLeasesReceivableAllowanceCoveredAndNotCovered,Assets,Current
LoansAndLeasesReceivableBeforeFeesGross,Assets,Current
LoansAndLeasesReceivableCommercial,Assets,Current
LoansAndLeasesReceivableConsumer,Assets,Current
LoansAndLeasesReceivableConsumerHomeEquity,Assets,Current
LoansAndLeasesReceivableConsumerInstallmentAndRevolving,Assets,Current
LoansAndLeasesReceivableConsumerInstallmentOther,Assets,Current
LoansAndLeasesReceivableConsumerLoansNetOfDeferredIncome,Assets,Current
LoansAndLeasesReceivableConsumerMortgage,Assets,Current
LoansAndLeasesReceivableConsumerMortgageNetOfDeferredIncome,Assets,Current
LoansAndLeasesReceivableConsumerRevolvingCreditCard,Assets,Current
LoansAndLeasesReceivableDeferredIncome,Assets,Current
LoansAndLeasesReceivableForeignNetOfDeferredIncomeOther,Assets,Current
LoansandLeasesReceivableGrossatFairValue,Assets,Current
LoansAndLeasesReceivableGrossCarryingAmount,Assets,Current
LoansAndLeasesReceivableGrossCarryingAmountCovered,Assets,Current
LoansAndLeasesReceivableHeldAtCostOrFairValue,Assets,Current
LoansAndLeasesReceivableHeldForInvestment,Assets,Current
LoansAndLeasesReceivableHeldForInvestmentNetOfDeferredIncome,Assets,Current
LoansAndLeasesReceivableNet,Assets,Current
LoansAndLeasesReceivableNetAmount,Assets,Current
LoansAndLeasesReceivableNetAmountReported,Assets,Current
LoansAndLeasesReceivableNetOfDeferredIncome,Assets,Current
LoansAndLeasesReceivableNetOfDeferredIncomeAndLoanReceivableHeldForSaleAmount,Assets,Current
LoansAndLeasesReceivableNetOfDeferredIncomeIncludesCoveredLoans,Assets,Current
LoansAndLeasesReceivableNetOfDeferredIncomeMeasuredAtFairValue,Assets,Current
LoansAndLeasesReceivableNetOfDeferredIncomeRelatedToWarehousePurchaseProgram,Assets,Current
LoansAndLeasesReceivableNetReportedAmount,Assets,Current
LoansAndLeasesReceivableNetReportedAmountConsumer,Assets,Current
LoansAndLeasesReceivableNetReportedAmountCovered,Assets,Current
LoansAndLeasesReceivableNetReportedAmountCoveredAndNotCovered,Assets,Current
LoansAndLeasesReceivableOther,Assets,Current
LoansAndLeasesReceivableOtherFinancialInstitution,Assets,Current
LoansAndLeasesReceivableRelatedParties,Assets,Current
LoansAndLeasesReceivablesAllowance,Assets,Current
LoansAndLeasesReceivablesNetOfDeferredIncome,Assets,Current
LoansAndLeasesReceivablesNetReportedAmount,Assets,Current
LoansAndNotesPayable,Liabilities,Current
LoansAndNotesPayableLongTermRelatedParty,Liabilities,Current
LoansAndNotesPayableRelatedPartiescurrent,Liabilities,Current
LoansAndOtherFinancingExpectedCreditLossAllowance,Liabilities,Current
LoansAndOtherFinancingToCentralBank,Liabilities,Current
LoansAndOtherFinancingToOtherFinancialInstitutions,Liabilities,Current
LoansAndOtherFinancingToTheNonfinancialPrivateSectorAndResidentsAbroad,Liabilities,Current
LoansAndOtherFinancingToTheNonfinancialPublicSector,Liabilities,Current
LoansAndReceivables,Assets,Current
LoansAndReceivablesTotal,Assets,Current
LoansAtFairValue,Unclassified,Non-Current
LoansBeforeAllowanceForLoanLosses,Unclassified,Non-Current
LoansEligibleForRepurchaseAsset,Unclassified,Non-Current
LoansEligibleForRepurchaseLiability,Unclassified,Non-Current
LoansEligibleForRepurchases,Unclassified,Non-Current
LoansEquityMethodInvesteesNoncurrent,Equity,Current
LoansForgivableLoansAndOtherReceivablesFromEmployeesAndPartners,Assets,Current
LoansFromOtherFederalHomeLoanBanks,Unclassified,Current
LoansFromRelatedParties,Unclassified,Non-Current
LoansGrossInsurancePolicyFairValueOption,Unclassified,Non-Current
LoansHeldFairValueDisclosure,Unclassified,Non-Current
LoansHeldForInvestment,Unclassified,Non-Current
LoansHeldForInvestmentAllowanceForCreditLosses,Unclassified,Non-Current
LoansHeldForInvestmentAtAmortizedCost,Unclassified,Non-Current
LoansHeldForInvestmentAtFairValue,Unclassified,Non-Current
LoansHeldForInvestmentAtFairValueNet,Unclassified,Current
LoansHeldForInvestmentCarryingValue,Unclassified,Non-Current
LoansHeldForInvestmentCost,Unclassified,Non-Current
LoansHeldForInvestmentFairValueOption,Unclassified,Non-Current
LoansHeldForInvestmentNet,Unclassified,Current
LoansHeldForInvestmentNetAmount,Unclassified,Current
LoansHeldForInvestmentNetOfDeferredFeesAndCosts,Liabilities,Current
LoansHeldForSale,Unclassified,Non-Current
